,tweet_id,retweet_count,favorite_count
857,761672994376806400,31987,53204
858,761599872357261312,1294,4436
859,761371037149827077,19741,0
860,761334018830917632,1600,5601
861,761292947749015552,1212,4805
862,761227390836215808,1711,5715
863,761004547850530816,3812,12119
864,760893934457552897,1069,4098
865,760656994973933572,2116,7101
866,760641137271070720,1420,5316
867,760539183865880579,3991,8135
868,760521673607086080,1538,4543
869,760290219849637889,12637,28758
870,760252756032651264,951,4231
871,760190180481531904,1995,6121
872,760153949710192640,35,0
873,759943073749200896,2306,6377
874,759923798737051648,6258,15759
875,759846353224826880,2186,7218
876,759793422261743616,2097,6398
877,759566828574212096,23293,0
878,759557299618865152,1291,5049
879,759447681597108224,2698,9121
880,759446261539934208,536,1791
881,759197388317847553,2133,6501
882,759159934323924993,1293,0
883,759099523532779520,4607,15606
884,759047813560868866,2217,6998
885,758854675097526272,984,3807
886,758828659922702336,4207,11984
887,758740312047005698,1754,6139
888,758474966123810816,1087,4097
889,758467244762497024,2450,5152
890,758405701903519748,2112,5577
891,758355060040593408,1192,3676
892,758099635764359168,11071,20610
893,758041019896193024,414,2908
894,757741869644341248,3574,7389
895,757729163776290825,8924,0
896,757725642876129280,1338,4860
897,757611664640446465,1229,4879
898,757597904299253760,322,0
899,757596066325864448,1167,4666
900,757400162377592832,7507,16263
901,757393109802180609,1920,6263
902,757354760399941633,1562,4842
903,756998049151549440,2186,6722
904,756939218950160384,2207,7123
905,756651752796094464,1451,5441
906,756526248105566208,3976,11159
907,756303284449767430,1191,4244
908,756288534030475264,19213,45791
909,756275833623502848,1684,6916
910,755955933503782912,3171,7874
911,755206590534418437,5908,17655
912,755110668769038337,12153,22765
913,754874841593970688,8808,0
914,754856583969079297,2769,7374
915,754747087846248448,574,2761
916,754482103782404096,2139,5692
917,754449512966619136,809,4014
918,754120377874386944,2563,8393
919,753655901052166144,2393,6266
920,753420520834629632,3910,8478
921,753398408988139520,2106,6210
922,753375668877008896,2560,8170
923,753298634498793472,6336,0
924,753294487569522689,1148,3644
925,753039830821511168,22992,39755
926,753026973505581056,1068,4172
927,752932432744185856,7483,13525
928,752917284578922496,1723,7366
929,752701944171524096,3163,0
930,752682090207055872,1763,6428
931,752660715232722944,1728,4725
932,752568224206688256,2508,5939
933,752519690950500352,3772,7903
934,752334515931054080,1209,4089
935,752309394570878976,18283,0
936,752173152931807232,2027,6375
937,751950017322246144,1020,3297
938,751937170840121344,1473,5584
939,751830394383790080,2148,6207
940,751793661361422336,3200,6272
941,751598357617971201,3319,8453
942,751583847268179968,1226,4719
943,751538714308972544,1392,5395
944,751456908746354688,1091,3424
945,751251247299190784,6439,13383
