,tweet_id,retweet_count,favorite_count
946,751205363882532864,2009,6755
947,751132876104687617,1432,5443
948,750868782890057730,1518,5124
949,750719632563142656,5529,14136
950,750506206503038976,1262,4775
951,750429297815552001,4727,14095
952,750383411068534784,1242,4861
953,750381685133418496,35,738
954,750147208377409536,1057,3308
955,750132105863102464,1391,3882
956,750117059602808832,1423,4616
957,750101899009982464,920,3253
958,750086836815486976,597,2320
959,750071704093859840,3651,8393
960,750056684286914561,977,3350
961,750041628174217216,676,3396
962,750026558547456000,865,2901
963,750011400160841729,997,3467
964,749996283729883136,882,3230
965,749981277374128128,2683,5469
966,749774190421639168,1432,4971
967,749417653287129088,1825,6528
968,749403093750648834,600,2807
969,749395845976588288,3790,9204
970,749317047558017024,2425,5867
971,749075273010798592,2262,6161
972,749064354620928000,1650,5116
973,749036806121881602,851,3310
974,748977405889503236,3730,11462
975,748932637671223296,2468,6244
976,748705597323898880,1034,2955
977,748699167502000129,1754,5071
978,748692773788876800,1452,4526
979,748575535303884801,2179,6482
980,748568946752774144,730,2327
981,748346686624440324,1344,5583
982,748337862848962560,4511,8217
983,748324050481647620,837,3962
984,748307329658011649,780,3918
985,748220828303695873,8511,15082
986,747963614829678593,2349,6190
987,747933425676525569,2789,7080
988,747885874273214464,1083,3154
989,747844099428986880,817,2999
990,747816857231626240,1270,5184
991,747651430853525504,171,1471
992,747648653817413632,6377,13761
993,747600769478692864,599,2478
994,747594051852075008,1151,3935
995,747512671126323200,1730,5925
996,747461612269887489,1132,4126
997,747439450712596480,2096,5800
998,747242308580548608,3143,0
999,747219827526344708,1724,5636
1000,747204161125646336,1002,3607
1001,747103485104099331,4364,10224
1002,746906459439529985,326,3079
1003,746872823977771008,2344,6383
1004,746818907684614144,1877,5644
1005,746790600704425984,1733,5185
1006,746757706116112384,4243,10194
1007,746726898085036033,1952,6438
1008,746542875601690625,2036,5363
1009,746521445350707200,1070,0
1010,746507379341139972,1174,4940
1011,746369468511756288,1800,6589
1012,746131877086527488,2401,7354
1013,746056683365994496,895,3779
1014,745789745784041472,1164,4306
1015,745712589599014916,2532,7444
1016,745433870967832576,2770,7559
1017,745422732645535745,2650,9137
1018,745314880350101504,3019,7628
1019,745074613265149952,3838,8341
1020,745057283344719872,2487,7703
1021,744995568523612160,683,3178
1022,744971049620602880,2934,8382
1023,744709971296780288,1694,5956
1024,744334592493166593,2330,7200
1025,744234799360020481,81795,152241
1026,744223424764059648,405,1807
1027,743980027717509120,1184,4417
1028,743895849529389061,1042,3877
1029,743835915802583040,2275,0
1030,743609206067040256,1496,4774
1031,743595368194129920,7140,19640
1032,743545585370791937,1017,3745
1033,743510151680958465,4019,8405
1034,743253157753532416,1315,4500
1035,743222593470234624,2072,6589
1036,743210557239623680,1477,4074
1037,742534281772302336,3855,7496
1038,742528092657332225,2165,4725
1039,742465774154047488,4220,7709
1040,742423170473463808,4134,10457
1041,742385895052087300,2165,7218
1042,742161199639494656,1492,4610
1043,742150209887731712,1697,5470
1044,741793263812808706,1642,4845
1045,741743634094141440,3002,8689
1046,741438259667034112,909,3899
1047,741303864243200000,3512,9318
1048,741099773336379392,6019,10670
1049,741067306818797568,3361,10028
1050,740995100998766593,3004,6808
1051,740711788199743490,1014,3623
1052,740699697422163968,845,3008
1053,740676976021798912,7408,19279
1054,740373189193256964,14479,36858
1055,740365076218183684,472,2637
1056,740359016048689152,928,3503
1057,740214038584557568,2134,7113
1058,739979191639244800,6427,21182
1059,739932936087216128,1174,4305
1060,739844404073074688,925,4023
1061,739623569819336705,1478,4042
1062,739606147276148736,1802,5717
1063,739544079319588864,23293,42205
1064,739485634323156992,3195,7649
1065,739238157791694849,62603,120605
1066,738891149612572673,6,113
1067,738885046782832640,1237,4001
1068,738883359779196928,883,3546
1069,738537504001953792,1698,5414
1070,738402415918125056,924,3476
1071,738184450748633089,1318,4587
1072,738166403467907072,3704,9334
1073,738156290900254721,714,2685
1074,737826014890496000,1921,5588
1075,737800304142471168,3757,10594
1076,737678689543020544,1456,5352
1077,737445876994609152,4846,10947
1078,737322739594330112,879,3826
1079,737310737551491075,8039,15594
1080,736736130620620800,1887,4585
1081,736392552031657984,8063,18844
1082,736365877722001409,1359,4237
1083,736225175608430592,3003,8632
1084,736010884653420544,3230,8389
1085,735991953473572864,1247,3826
1086,735648611367784448,1188,4256
1087,735635087207878657,2563,6565
1088,735274964362878976,5501,13797
1089,735256018284875776,960,3555
1090,735137028879360001,1049,3321
1091,734912297295085568,557,2907
1092,734787690684657664,6820,13331
1093,734776360183431168,586,2658
1094,734559631394082816,430,1586
1095,733828123016450049,840,3807
1096,733822306246479872,1094,3890
1097,733482008106668032,1028,3335
1098,733460102733135873,1389,4460
1099,733109485275860992,17443,47302
1100,732732193018155009,581,2587
1101,732726085725589504,958,3743
1102,732585889486888962,838,3905
1103,732375214819057664,2725,8562
1104,732005617171337216,5913,15821
1105,731285275100512256,1070,3694
1106,731156023742988288,1378,4061
1107,730924654643314689,2149,6490
1108,730573383004487680,2338,5214
1109,730427201120833536,1127,3673
1110,730211855403241472,1143,4052
1111,730196704625098752,2082,5173
1112,729854734790754305,1213,4269
1113,729838605770891264,416,1802
1114,729823566028484608,1339,4224
1115,729463711119904772,2490,6148
1116,729113531270991872,356,2000
1117,728986383096946689,885,3353
1118,728760639972315136,1840,4945
1119,728751179681943552,735,2954
1120,728653952833728512,1127,3511
1121,728409960103686147,2178,5212
1122,728387165835677696,1037,3887
1123,728046963732717569,1267,4559
1124,728035342121635841,1808,4811
1125,728015554473250816,1187,4337
1126,727685679342333952,690,3108
1127,727644517743104000,1897,6246
1128,727524757080539137,1324,4731
1129,727314416056803329,809,3516
1130,727286334147182592,880,3215
1131,727175381690781696,1482,4099
1132,727155742655025152,1428,3854
1133,726935089318363137,2654,7287
1134,726887082820554753,1630,4057
1135,726828223124897792,1091,3761
1136,726224900189511680,1254,4674
1137,725842289046749185,2863,7450
1138,725786712245440512,1467,4407
1139,725729321944506368,1927,5495
1140,725458796924002305,671,1490
1141,724983749226668032,1412,3916
1142,724771698126512129,693,2505
1143,724405726123311104,1782,5619
1144,724049859469295616,1910,4586
1145,724046343203856385,602,2819
1146,724004602748780546,1713,4432
1147,723912936180330496,1318,4114
1148,723688335806480385,3220,8155
1149,723673163800948736,963,3207
1150,723179728551723008,2029,5600
1151,722974582966214656,1704,4357
1152,722613351520608256,1767,5240
1153,721503162398597120,2029,4930
1154,721001180231503872,663,2674
1155,720785406564900865,841,3299
1156,720775346191278080,738,2623
1157,720415127506415616,1610,4360
1158,720389942216527872,2730,6782
1159,720340705894408192,1051,3036
1160,720059472081784833,1221,4120
1161,720043174954147842,2169,5179
1162,719991154352222208,1895,5107
1163,719704490224398336,1571,4834
1164,719551379208073216,2094,5344
1165,719367763014393856,798,2952
1166,719339463458033665,1353,4674
1167,719332531645071360,1033,3612
1168,718971898235854848,1188,3692
1169,718939241951195136,1902,5535
1170,718631497683582976,8736,20020
1171,718613305783398402,521,2578
1172,718540630683709445,1092,2634
1173,718460005985447936,575,2865
1174,718454725339934721,1628,5152
1175,718246886998687744,539,2039
1176,718234618122661888,1082,4100
1177,717841801130979328,644,2596
1178,717790033953034240,1218,3057
1179,717537687239008257,1991,6094
1180,717428917016076293,491,1692
1181,717421804990701568,913,3334
1182,717047459982213120,2054,6628
1183,717009362452090881,1053,3458
1184,716802964044845056,1268,4517
1185,716791146589110272,1500,5848
1186,716730379797970944,460,1302
1187,716447146686459905,6353,13870
1188,716439118184652801,232,2496
1189,716285507865542656,1174,2937
1190,716080869887381504,1876,5160
1191,715928423106027520,946,3379
1192,715758151270801409,1539,3954
1193,715733265223708672,1835,4945
1194,715704790270025728,606,2958
1195,715696743237730304,1394,4129
1196,715680795826982913,1751,4570
1197,715360349751484417,1699,5788
1198,715342466308784130,739,3202
1199,715220193576927233,710,2558
1200,715200624753819648,2040,5421
1201,715009755312439296,1333,4413
1202,714982300363173890,1113,3970
1203,714962719905021952,4619,7783
1204,714957620017307648,1535,4373
1205,714631576617938945,1081,3461
1206,714606013974974464,1007,3831
1207,714485234495041536,1255,2874
1208,714258258790387713,778,3177
1209,714251586676113411,911,3462
1210,714214115368108032,947,2401
1211,714141408463036416,1512,4549
1212,713919462244790272,841,3464
1213,713909862279876608,592,2025
1214,713900603437621249,806,2992
1215,713761197720473600,1487,5175
1216,713411074226274305,1398,4665
1217,713177543487135744,3066,7617
1218,713175907180089344,1567,4729
1219,712809025985978368,7270,19683
1220,712717840512598017,5409,13078
1221,712668654853337088,1314,4409
1222,712438159032893441,1689,5637
1223,712309440758808576,25,258
1224,712097430750289920,1117,4021
1225,712092745624633345,973,3114
1226,712085617388212225,525,3429
1227,712065007010385924,670,2400
1228,711998809858043904,136,0
1229,711968124745228288,2498,8523
1230,711743778164514816,1070,3005
1231,711732680602345472,4459,9428
1232,711694788429553666,19741,34785
1233,711652651650457602,992,4099
1234,711363825979756544,1227,3874
1235,711306686208872448,794,3505
1236,711008018775851008,674,3170
1237,710997087345876993,1505,4819
1238,710844581445812225,745,2696
1239,710833117892898816,583,2847
1240,710658690886586372,610,2448
1241,710609963652087808,2539,5079
1242,710588934686908417,2033,4824
1243,710296729921429505,797,2511
1244,710283270106132480,559,2254
1245,710272297844797440,1365,4788
1246,710269109699739648,1220,2543
1247,710153181850935296,968,3074
1248,710140971284037632,969,2932
1249,710117014656950272,2147,5816
1250,709918798883774466,1160,3154
1251,709901256215666688,107,712
1252,709852847387627521,1292,3705
1253,709566166965075968,1306,3744
1254,709556954897764353,1150,3474
1255,709519240576036864,260,1577
1256,709449600415961088,644,2356
1257,709409458133323776,754,2776
1258,709225125749587968,624,2536
1259,709207347839836162,6318,13367
1260,709198395643068416,690,2557
1261,709179584944730112,730,2134
1262,709158332880297985,452,2169
1263,709042156699303936,1783,5040
1264,708853462201716736,708,1897
1265,708845821941387268,972,3150
1266,708834316713893888,546,1805
1267,708810915978854401,7538,17479
1268,708738143638450176,885,2899
1269,708711088997666817,792,2708
1270,708479650088034305,734,2701
1271,708469915515297792,889,3264
1272,708400866336894977,10944,16964
1273,708356463048204288,1459,3828
1274,708349470027751425,797,2495
1275,708149363256774660,1665,4529
1276,708130923141795840,911,3589
1277,708119489313951744,1058,2846
1278,708109389455101952,585,2045
1279,708026248782585858,2084,4632
1280,707995814724026368,1217,3295
1281,707983188426153984,2,51
1282,707969809498152960,1051,2863
1283,707776935007539200,1025,3472
1284,707741517457260545,660,2641
1285,707738799544082433,2676,4343
1286,707693576495472641,1082,3636
1287,707629649552134146,952,2735
1288,707610948723478529,6952,17966
1289,707420581654872064,752,2414
1290,707411934438625280,649,2417
1291,707387676719185920,1414,3716
1292,707377100785885184,1170,3489
1293,707315916783140866,693,2619
1294,707297311098011648,865,2929
1295,707059547140169728,731,2732
1296,707038192327901184,865,2329
1297,707021089608753152,1485,4313
1298,707014260413456384,646,2440
1299,706904523814649856,8489,15464
1300,706901761596989440,648,2196
1301,706681918348251136,1050,3525
1302,706644897839910912,1188,2734
1303,706593038911545345,680,2289
1304,706538006853918722,1531,3667
1305,706516534877929472,1119,3289
1306,706346369204748288,997,3650
1307,706310011488698368,8665,22743
1308,706291001778950144,509,1803
1309,706265994973601792,995,2887
1310,706169069255446529,2408,4149
1311,706166467411222528,1747,5464
1312,706153300320784384,417,1587
1313,705975130514706432,801,3289
1314,705970349788291072,967,3335
1315,705898680587526145,608,2518
1316,705786532653883392,578,2070
1317,705591895322394625,1245,3363
1318,705475953783398401,1002,3141
1319,705442520700944385,1793,4727
1320,705428427625635840,1834,4052
1321,705239209544720384,815,3180
1322,705223444686888960,875,2741
1323,705102439679201280,555,2285
1324,705066031337840642,658,2310
1325,704871453724954624,1206,4531
1326,704859558691414016,593,2396
1327,704847917308362754,1663,5429
1328,704819833553219584,1088,2804
1329,704761120771465216,3143,7052
1330,704499785726889984,1083,3121
1331,704491224099647488,91,812
1332,704480331685040129,1148,3618
1333,704364645503647744,3852,8539
1334,704347321748819968,383,1687
1335,704134088924532736,507,1609
1336,704113298707505153,611,1971
1337,704054845121142784,999,3102
1338,703774238772166656,503,1961
1339,703769065844768768,1234,3500
1340,703631701117943808,751,2760
1341,703611486317502464,1648,4100
1342,703425003149250560,1503,4036
1343,703407252292673536,761,2615
1344,703382836347330562,1241,3726
1345,703356393781329922,420,2028
1346,703268521220972544,600,2092
1347,703079050210877440,3361,7833
1348,703041949650034688,13608,28041
1349,702932127499816960,784,2753
1350,702899151802126337,486,1711
1351,702684942141153280,1169,3415
1352,702671118226825216,605,2325
1353,702598099714314240,3552,10999
1354,702539513671897089,1045,3051
1355,702332542343577600,1689,3398
1356,702321140488925184,1121,3481
1357,702276748847800320,828,2633
1358,702217446468493312,1457,5106
1359,701981390485725185,1075,3654
1360,701952816642965504,1107,4040
1361,701889187134500865,1494,3784
1362,701805642395348998,1838,3647
1363,701601587219795968,499,2219
1364,701570477911896070,1017,2995
1365,701545186879471618,662,2818
1366,701214700881756160,5546,12983
1367,700890391244103680,621,2360
1368,700864154249383937,664,2755
1369,700847567345688576,541,2585
1370,700796979434098688,1038,2584
1371,700747788515020802,10173,24277
1372,700518061187723268,867,2798
1373,700505138482569216,621,2421
1374,700462010979500032,1954,4406
1375,700167517596164096,811,2814
1376,700151421916807169,716,2385
1377,700143752053182464,2992,8007
1378,700062718104104960,753,2808
1379,700029284593901568,630,2197
1380,700002074055016451,1459,3521
1381,699801817392291840,1044,3240
1382,699788877217865730,538,2389
1383,699779630832685056,1340,2944
1384,699775878809702401,660,2083
1385,699691744225525762,4983,10901
1386,699446877801091073,2835,6306
1387,699434518667751424,554,2310
1388,699423671849451520,360,1453
1389,699413908797464576,672,2193
1390,699370870310113280,476,1999
1391,699323444782047232,937,3355
1392,699088579889332224,681,2377
1393,699079609774645248,713,2599
1394,699072405256409088,1287,3190
1395,699060279947165696,1963,4018
1396,699036661657767936,1296,2779
1397,698989035503689728,1067,3599
1398,698953797952008193,977,2881
1399,698907974262222848,675,2698
1400,698710712454139905,743,2635
1401,698703483621523456,411,1546
1402,698635131305795584,369,1367
1403,698549713696649216,669,2462
1404,698355670425473025,488,1989
1405,698342080612007937,1028,2409
1406,698262614669991936,2177,5046
1407,698195409219559425,6475,17816
1408,698178924120031232,800,2980
1409,697995514407682048,362,1624
1410,697990423684476929,1403,3492
1411,697943111201378304,752,2554
1412,697881462549430272,1288,3216
1413,697630435728322560,585,1858
1414,697616773278015490,1096,3360
1415,697596423848730625,1365,3228
1416,697575480820686848,550,2166
1417,697516214579523584,1229,2203
1418,697482927769255936,738,2578
1419,697463031882764288,1497,3626
1420,697270446429966336,2020,4962
1421,697259378236399616,1079,3488
1422,697255105972801536,1259,3209
1423,697242256848379904,722,2675
1424,696900204696625153,1111,3401
1425,696894894812565505,733,2496
1426,696886256886657024,1939,5139
1427,696877980375769088,773,2597
1428,696754882863349760,387,1567
1429,696744641916489729,1024,2209
1430,696713835009417216,704,2529
1431,696518437233913856,1838,4146
1432,696490539101908992,161,1298
1433,696488710901260288,1121,2696
1434,696405997980676096,1236,3417
1435,696100768806522880,721,2063
1436,695816827381944320,1275,3194
1437,695794761660297217,849,3385
1438,695767669421768709,809,1993
1439,695629776980148225,2280,4860
1440,695446424020918272,1962,4643
1441,695409464418041856,3869,9164
1442,695314793360662529,1595,3873
1443,695095422348574720,667,2804
1444,695074328191332352,1195,3021
1445,695064344191721472,653,1713
1446,695051054296211456,854,2831
1447,694925794720792577,993,2865
1448,694905863685980160,1015,2943
1449,694669722378485760,15679,37956
1450,694356675654983680,312,1604
1451,694352839993344000,672,2165
1452,694342028726001664,529,1677
1453,694329668942569472,543,2135
1454,694206574471057408,2205,4455
1455,694183373896572928,1006,3127
1456,694001791655137281,1122,3602
1457,693993230313091072,437,1992
1458,693942351086120961,400,1842
1459,693647888581312512,644,2865
1460,693644216740769793,140,1428
1461,693642232151285760,451,2704
1462,693629975228977152,869,2601
1463,693622659251335168,399,1639
1464,693590843962331137,2135,5385
1465,693582294167244802,277,1745
1466,693486665285931008,681,1888
1467,693280720173801472,1352,3574
1468,693267061318012928,889,2542
1469,693262851218264065,545,2371
1470,693231807727280129,797,3043
1471,693155686491000832,3470,8392
1472,693109034023534592,668,1833
1473,693095443459342336,502,1995
1474,692919143163629568,806,2841
1475,692905862751522816,951,2592
1476,692901601640583168,658,1901
1477,692894228850999298,874,2419
1478,692828166163931137,958,3061
1479,692752401762250755,3939,7268
1480,692568918515392513,1666,4618
1481,692535307825213440,1472,3393
1482,692530551048294401,456,1970
1483,692423280028966913,252,1573
1484,692417313023332352,3775,9943
1485,692187005137076224,890,2680
1486,692158366030913536,863,2294
1487,692142790915014657,427,1748
1488,692041934689402880,1381,3621
1489,692017291282812928,1039,3050
1490,691820333922455552,1792,4195
1491,691793053716221953,4555,8632
1492,691756958957883396,1107,3071
1493,691675652215414786,552,2067
1494,691483041324204033,615,2527
1495,691459709405118465,1248,4320
1496,691444869282295808,918,2820
1497,691416866452082688,8301,20563
1498,691321916024623104,716,2743
1499,691096613310316544,971,3151
1500,691090071332753408,363,1811
1501,690989312272396288,3124,6285
1502,690959652130045952,1362,3807
1503,690938899477221376,2169,4406
1504,690932576555528194,1109,3494
1505,690735892932222976,1392,4018
1506,690728923253055490,563,2307
1507,690690673629138944,861,2477
1508,690649993829576704,305,1389
1509,690607260360429569,18,307
1510,690597161306841088,653,2092
1511,690400367696297985,490,1988
1512,690374419777196032,935,3461
1513,690360449368465409,967,2822
1514,690348396616552449,554,1597
1515,690248561355657216,446,1793
1516,690021994562220032,1123,2978
1517,690015576308211712,804,2668
1518,690005060500217858,1834,3896
1519,689999384604450816,410,1519
1520,689993469801164801,500,1565
1521,689977555533848577,484,1453
1522,689905486972461056,752,2582
1523,689877686181715968,1288,3209
1524,689835978131935233,818,2303
1525,689661964914655233,1007,3404
1526,689659372465688576,4232,11044
1527,689623661272240129,705,2379
1528,689599056876867584,6005,12381
1529,689557536375177216,503,2185
1530,689517482558820352,1557,3609
1531,689289219123089408,1010,2395
1532,689283819090870273,1202,3496
1533,689280876073582592,781,2127
1534,689275259254616065,268,1232
1535,689255633275777024,1171,2722
1536,689154315265683456,1091,3258
1537,689143371370250240,559,2155
1538,688916208532455424,947,2909
1539,688908934925697024,842,2255
1540,688898160958271489,853,2240
1541,688894073864884227,756,2372
1542,688828561667567616,401,1466
1543,688804835492233216,213,1021
1544,688789766343622656,725,2355
1545,688547210804498433,764,2777
1546,688519176466644993,792,2456
1547,688385280030670848,4839,9889
1548,688211956440801280,911,2366
1549,688179443353796608,639,2250
1550,688116655151435777,853,2995
1551,688064179421470721,390,1829
1552,687841446767013888,2755,5817
1553,687826841265172480,1234,2907
1554,687818504314159109,1029,2661
1555,687807801670897665,761,2543
1556,687732144991551489,714,1878
1557,687704180304273409,916,2597
1558,687664829264453632,557,2063
1559,687494652870668288,626,2036
1560,687480748861947905,269,1699
1561,687476254459715584,584,2095
1562,687460506001633280,589,2174
1563,687399393394311168,682,2022
1564,687317306314240000,9962,21407
1565,687312378585812992,2071,4630
1566,687127927494963200,2488,5813
1567,687124485711986689,553,2307
1568,687109925361856513,2685,6177
1569,687102708889812993,1077,2489
1570,687096057537363968,659,2390
1571,686947101016735744,3452,9147
1572,686760001961103360,1497,3745
1573,686749460672679938,1591,3684
1574,686730991906516992,1305,4416
1575,686683045143953408,875,2984
1576,686618349602762752,1478,3909
1577,686606069955735556,586,2007
1578,686394059078897668,743,1865
1579,686386521809772549,959,3462
1580,686377065986265092,610,2358
1581,686358356425093120,744,2335
1582,686286779679375361,1811,4257
1583,686050296934563840,801,2345
1584,686035780142297088,133,1228
1585,686034024800862208,1273,3319
1586,686007916130873345,454,2628
1587,686003207160610816,693,1933
1588,685973236358713344,581,2241
1589,685943807276412928,664,1738
1590,685906723014619143,3159,8000
1591,685681090388975616,138,2161
1592,685667379192414208,627,2490
1593,685663452032069632,1594,3458
1594,685641971164143616,843,3120
1595,685547936038666240,17071,35054
1596,685532292383666176,1249,3241
1597,685325112850124800,4351,10092
1598,685321586178670592,703,2815
1599,685315239903100929,1173,3557
1600,685307451701334016,478,2196
1601,685268753634967552,1316,3307
1602,685198997565345792,730,2481
1603,685169283572338688,1549,4361
1604,684969860808454144,418,2515
1605,684959798585110529,3419,7255
1606,684940049151070208,1138,3420
1607,684926975086034944,512,3727
1608,684914660081053696,1591,3722
1609,684902183876321280,576,1997
1610,684880619965411328,896,2234
1611,684830982659280897,23503,37332
1612,684800227459624960,1080,2880
1613,684594889858887680,3847,9513
1614,684588130326986752,1530,4377
1615,684567543613382656,1344,3197
1616,684538444857667585,1048,2818
1617,684481074559381504,1268,4114
1618,684460069371654144,605,2099
1619,684241637099323392,3590,8676
1620,684225744407494656,229,1316
1621,684222868335505415,1508,4088
1622,684200372118904832,1122,2306
1623,684195085588783105,566,2040
1624,684188786104872960,1275,3697
1625,684177701129875456,730,2148
1626,684147889187209216,1628,3163
1627,684122891630342144,515,2120
1628,684097758874210310,1568,4370
1629,683857920510050305,1209,4043
1630,683852578183077888,380,2045
1631,683849932751646720,1067,2789
1632,683834909291606017,1203,2787
1633,683828599284170753,1147,2975
1634,683773439333797890,1476,3553
1635,683742671509258241,3624,6917
1636,683515932363329536,3163,7830
1637,683498322573824003,1039,3361
1638,683481228088049664,1079,2796
1639,683462770029932544,725,2587
1640,683449695444799489,1747,4131
1641,683391852557561860,2597,8099
1642,683357973142474752,1022,3125
1643,683142553609318400,1135,3058
1644,683111407806746624,989,3612
1645,683098815881154561,715,2304
1646,683078886620553216,611,2109
1647,683030066213818368,798,2293
1648,682962037429899265,18213,39341
1649,682808988178739200,197,1880
1650,682788441537560576,1216,2626
1651,682750546109968385,477,1617
1652,682697186228989953,391,1398
1653,682662431982772225,1172,3234
1654,682638830361513985,652,2185
1655,682429480204398592,1262,3641
1656,682406705142087680,1920,8057
1657,682393905736888321,743,2374
1658,682389078323662849,506,1774
1659,682303737705140231,1084,3268
1660,682259524040966145,1326,4432
1661,682242692827447297,1289,3454
1662,682088079302213632,10799,19481
1663,682059653698686977,1845,5273
1664,682047327939461121,1048,3411
1665,682032003584274432,2192,6991
1666,682003177596559360,1660,3346
1667,681981167097122816,1123,2952
1668,681891461017812993,896,2622
1669,681694085539872773,4405,13571
1670,681679526984871937,485,1872
1671,681654059175129088,1008,2805
1672,681610798867845120,515,2029
1673,681579835668455424,1425,3769
1674,681523177663676416,6336,15214
1675,681340665377193984,302,1745
1676,681339448655802368,4414,9867
1677,681320187870711809,822,2824
1678,681302363064414209,1995,4198
1679,681297372102656000,1043,3388
1680,681281657291280384,1197,3413
1681,681261549936340994,297,1542
1682,681242418453299201,589,1590
1683,681231109724700672,525,2541
1684,681193455364796417,1620,3940
1685,680970795137544192,721,2578
1686,680959110691590145,2159,4827
1687,680940246314430465,1148,3426
1688,680934982542561280,479,2201
1689,680913438424612864,673,2538
1690,680889648562991104,398,1871
1691,680836378243002368,1446,3661
1692,680805554198020098,722,2303
1693,680801747103793152,897,2509
1694,680798457301471234,1129,3032
1695,680609293079592961,776,2796
1696,680583894916304897,1456,3831
1697,680497766108381184,2076,4494
1698,680494726643068929,524,1817
1699,680473011644985345,809,2696
1700,680440374763077632,549,1539
1701,680221482581123072,315,1545
1702,680206703334408192,1277,3004
1703,680191257256136705,551,2276
1704,680176173301628928,1698,4140
1705,680161097740095489,795,2459
1706,680145970311643136,1892,3834
1707,680130881361686529,1033,2430
1708,680115823365742593,989,2877
1709,680100725817409536,1485,3793
1710,680085611152338944,9679,13563
1711,680070545539371008,953,2720
1712,680055455951884288,7747,17704
1713,679877062409191424,697,2082
1714,679872969355714560,718,2305
1715,679862121895714818,676,2614
1716,679854723806179328,1346,3032
1717,679844490799091713,838,2518
1718,679828447187857408,15244,38436
1719,679777920601223168,1215,3274
1720,679736210798047232,866,2218
1721,679729593985699840,895,2295
1722,679722016581222400,510,1754
1723,679530280114372609,2248,5043
1724,679527802031484928,791,2808
1725,679511351870550016,1392,3579
1726,679503373272485890,1608,3350
1727,679475951516934144,689,2223
1728,679462823135686656,20456,33645
1729,679405845277462528,1308,2520
1730,679158373988876288,8808,22782
1731,679148763231985668,1115,2937
1732,679132435750195208,1255,3135
1733,679111216690831360,2776,6305
1734,679062614270468097,8924,18088
1735,679047485189439488,739,2382
1736,679001094530465792,1336,2988
1737,678991772295516161,1276,2456
1738,678969228704284672,499,1736
1739,678800283649069056,978,2723
1740,678798276842360832,1290,3691
1741,678774928607469569,999,2946
1742,678767140346941444,1482,3732
1743,678764513869611008,519,1727
1744,678755239630127104,3594,7549
1745,678740035362037760,1848,3968
1746,678708137298427904,2639,5872
1747,678675843183484930,1608,3033
1748,678643457146150913,463,2167
1749,678446151570427904,1707,4224
1750,678424312106393600,2761,5728
1751,678410210315247616,1973,4472
1752,678399652199309312,29912,61268
1753,678396796259975168,455,1677
1754,678389028614488064,454,1974
1755,678380236862578688,977,2565
1756,678341075375947776,584,1824
1757,678334497360859136,288,1371
1758,678278586130948096,6571,12106
1759,678255464182861824,401,1668
1760,678023323247357953,420,2029
1761,678021115718029313,6882,14515
1762,677961670166224897,1815,3605
1763,677918531514703872,439,1419
1764,677895101218201600,2284,5094
1765,677716515794329600,1049,3209
1766,677700003327029250,1555,3573
1767,677698403548192770,343,1289
1768,677687604918272002,909,2609
1769,677673981332312066,1614,3521
1770,677662372920729601,1055,2052
1771,677644091929329666,859,1975
1772,677573743309385728,784,2252
1773,677565715327688705,489,1359
1774,677557565589463040,1253,2562
1775,677547928504967168,3914,7296
1776,677530072887205888,242,1122
1777,677335745548390400,1933,3212
1778,677334615166730240,317,1424
1779,677331501395156992,256,1147
1780,677328882937298944,1614,3822
1781,677314812125323265,581,1732
1782,677301033169788928,444,1311
1783,677269281705472000,758,2091
1784,677228873407442944,1759,3725
1785,677187300187611136,990,2876
1786,676975532580409345,1151,2921
1787,676957860086095872,870,2315
1788,676949632774234114,425,1365
1789,676948236477857792,941,2286
1790,676946864479084545,407,1782
1791,676942428000112642,819,2182
1792,676936541936185344,5288,13354
1793,676916996760600576,1931,3119
1794,676897532954456065,783,2363
1795,676864501615042560,769,2211
1796,676821958043033607,16806,24246
1797,676819651066732545,712,1885
1798,676811746707918848,456,1488
1799,676776431406465024,2164,5237
1800,676617503762681856,1055,3042
1801,676613908052996102,208,1141
1802,676606785097199616,470,1970
1803,676603393314578432,419,1229
1804,676593408224403456,2317,4810
1805,676590572941893632,138,963
1806,676588346097852417,861,2446
1807,676582956622721024,304,1261
1808,676575501977128964,1207,2711
1809,676533798876651520,598,1971
1810,676496375194980353,572,1589
1811,676470639084101634,5012,12189
1812,676440007570247681,717,1804
1813,676430933382295552,371,1465
1814,676263575653122048,586,2175
1815,676237365392908289,315,1279
1816,676219687039057920,33339,78509
1817,676215927814406144,630,1822
1818,676191832485810177,1099,2384
1819,676146341966438401,714,2004
1820,676121918416756736,1248,2244
1821,676101918813499392,1238,2936
1822,676098748976615425,1544,3161
1823,676089483918516224,458,1376
1824,675898130735476737,614,1716
1825,675891555769696257,935,2233
1826,675888385639251968,1029,2493
1827,675878199931371520,1499,4381
1828,675870721063669760,607,1720
1829,675853064436391936,1391,2815
1830,675849018447167488,162,984
1831,675845657354215424,954,2391
1832,675822767435051008,568,1593
1833,675820929667219457,244,1096
1834,675798442703122432,3621,10721
1835,675781562965868544,507,1688
1836,675740360753160193,371,1215
1837,675710890956750848,887,1982
1838,675707330206547968,741,2079
1839,675706639471788032,103,668
1840,675534494439489536,447,1895
1841,675531475945709568,413,1233
1842,675522403582218240,304,1081
1843,675517828909424640,489,1367
1844,675501075957489664,6221,17887
1845,675497103322386432,1383,3278
1846,675489971617296384,634,1354
1847,675483430902214656,1035,1925
1848,675432746517426176,603,1585
